DATE,Symptoms,Deaths
4-16-2009,1,0.0
4-16-2009,2,0.0
4-16-2009,3,0.0
4-16-2009,4,0.0
4-16-2009,5,0.0
4-16-2009,6,0.0
4-16-2009,7,0.0
4-16-2009,8,0.0
4-16-2009,9,0.0
4-16-2009,10,0.0
4-16-2009,11,0.0
4-16-2009,12,0.0
4-16-2009,13,0.0
4-16-2009,14,0.0
4-16-2009,15,0.0
4-16-2009,16,0.0
4-16-2009,17,0.0
4-16-2009,18,0.0
4-16-2009,19,0.0
4-16-2009,20,0.0
4-16-2009,21,0.0
4-16-2009,22,0.0
4-16-2009,23,0.0
4-16-2009,24,0.0
4-16-2009,25,0.0
4-16-2009,26,0.0
4-16-2009,27,0.0
4-16-2009,28,0.0
4-16-2009,29,0.0
4-16-2009,30,0.0
4-16-2009,31,0.0
4-16-2009,32,0.0
4-16-2009,33,0.0
4-16-2009,34,0.0
4-16-2009,35,0.0
4-16-2009,36,0.0
4-16-2009,37,0.0
4-16-2009,38,0.0
4-16-2009,39,0.0
4-16-2009,40,0.0
4-16-2009,41,0.0
4-16-2009,42,0.0
4-16-2009,43,0.0
4-16-2009,44,0.0
4-16-2009,45,0.0
4-16-2009,46,0.0
4-16-2009,47,0.0
4-16-2009,48,0.0
4-16-2009,49,0.0
4-16-2009,50,0.0
4-16-2009,51,0.0
4-16-2009,52,0.0
4-16-2009,53,0.0
4-16-2009,54,0.0
4-16-2009,55,0.0
4-16-2009,56,0.0
4-16-2009,57,0.0
4-16-2009,58,0.0
4-16-2009,59,0.0
4-16-2009,60,0.0
4-16-2009,61,0.0
4-16-2009,62,0.0
4-16-2009,63,0.0
4-16-2009,64,0.0
4-16-2009,65,0.0
4-16-2009,66,0.0
4-16-2009,67,0.0
4-16-2009,68,0.0
4-16-2009,69,0.0
4-16-2009,70,0.0
4-16-2009,71,0.0
4-16-2009,72,0.0
4-16-2009,73,0.0
4-16-2009,74,0.0
4-16-2009,75,0.0
4-16-2009,76,0.0
4-16-2009,77,0.0
4-16-2009,78,0.0
4-16-2009,79,0.0
4-16-2009,80,0.0
4-16-2009,81,0.0
4-16-2009,82,0.0
4-16-2009,83,0.0
4-16-2009,84,0.0
4-16-2009,85,0.0
4-16-2009,86,0.0
4-16-2009,87,0.0
4-16-2009,88,0.0
4-16-2009,89,0.0
4-16-2009,90,0.0
4-16-2009,91,0.0
4-16-2009,92,0.0
4-16-2009,93,0.0
4-16-2009,94,0.0
4-16-2009,95,0.0
4-16-2009,96,0.0
4-16-2009,97,0.0
4-16-2009,98,0.0
4-16-2009,99,0.0
4-16-2009,100,0.0
4-16-2009,101,0.0
4-16-2009,102,0.0
4-16-2009,103,0.0
4-16-2009,104,0.0
4-16-2009,105,0.0
4-16-2009,106,0.0
4-16-2009,107,0.0
4-16-2009,108,0.0
4-16-2009,109,0.0
4-16-2009,110,0.0
4-17-2009,1,0.0
4-17-2009,2,0.0
4-17-2009,3,0.0
4-17-2009,4,0.0
4-17-2009,5,0.0
4-17-2009,6,0.0
4-17-2009,7,0.0
4-17-2009,8,0.0
4-17-2009,9,0.0
4-17-2009,10,0.0
4-17-2009,11,0.0
4-17-2009,12,0.0
4-17-2009,13,0.0
4-17-2009,14,0.0
4-17-2009,15,0.0
4-17-2009,16,0.0
4-17-2009,17,0.0
4-17-2009,18,0.0
4-17-2009,19,0.0
4-17-2009,20,0.0
4-17-2009,21,0.0
4-17-2009,22,0.0
4-17-2009,23,0.0
4-17-2009,24,0.0
4-17-2009,25,0.0
4-17-2009,26,0.0
4-17-2009,27,0.0
4-17-2009,28,0.0
4-17-2009,29,0.0
4-17-2009,30,0.0
4-17-2009,31,0.0
4-17-2009,32,0.0
4-17-2009,33,0.0
4-17-2009,34,0.0
4-17-2009,35,0.0
4-17-2009,36,0.0
4-17-2009,37,0.0
4-17-2009,38,0.0
4-17-2009,39,0.0
4-17-2009,40,0.0
4-17-2009,41,0.0
4-17-2009,42,0.0
4-17-2009,43,0.0
4-17-2009,44,0.0
4-17-2009,45,0.0
4-17-2009,46,0.0
4-17-2009,47,0.0
4-17-2009,48,0.0
4-17-2009,49,0.0
4-17-2009,50,0.0
4-17-2009,51,0.0
4-17-2009,52,0.0
4-17-2009,53,0.0
4-17-2009,54,0.0
4-17-2009,55,0.0
4-17-2009,56,0.0
4-17-2009,57,0.0
4-17-2009,58,0.0
4-17-2009,59,0.0
4-17-2009,60,0.0
4-17-2009,61,0.0
4-17-2009,62,0.0
4-17-2009,63,0.0
4-17-2009,64,0.0
4-17-2009,65,0.0
4-17-2009,66,0.0
4-17-2009,67,0.0
4-17-2009,68,0.0
4-17-2009,69,0.0
4-17-2009,70,0.0
4-17-2009,71,0.0
4-17-2009,72,0.0
4-17-2009,73,0.0
4-17-2009,74,0.0
4-17-2009,75,0.0
4-17-2009,76,0.0
4-17-2009,77,0.0
4-17-2009,78,0.0
4-17-2009,79,0.0
4-17-2009,80,0.0
4-17-2009,81,0.0
4-17-2009,82,0.0
4-17-2009,83,0.0
4-17-2009,84,0.0
4-17-2009,85,0.0
4-17-2009,86,0.0
4-17-2009,87,0.0
4-17-2009,88,0.0
4-17-2009,89,0.0
4-17-2009,90,0.0
4-17-2009,91,0.0
4-17-2009,92,0.0
4-17-2009,93,0.0
4-17-2009,94,0.0
4-17-2009,95,0.0
4-17-2009,96,0.0
4-17-2009,97,0.0
4-17-2009,98,0.0
4-17-2009,99,0.0
4-17-2009,100,0.0
4-17-2009,101,0.0
4-17-2009,102,0.0
4-17-2009,103,0.0
4-17-2009,104,0.0
4-17-2009,105,0.0
4-17-2009,106,0.0
4-17-2009,107,0.0
4-17-2009,108,0.0
4-17-2009,109,0.0
4-17-2009,110,0.0
4-18-2009,1,0.0
4-18-2009,2,0.0
4-18-2009,3,0.0
4-18-2009,4,0.0
4-18-2009,5,0.0
4-18-2009,6,0.0
4-18-2009,7,0.0
4-18-2009,8,0.0
4-18-2009,9,0.0
4-18-2009,10,0.0
4-18-2009,11,0.0
4-18-2009,12,0.0
4-18-2009,13,0.0
4-18-2009,14,0.0
4-18-2009,15,0.0
4-18-2009,16,0.0
4-18-2009,17,0.0
4-18-2009,18,0.0
4-18-2009,19,0.0
4-18-2009,20,0.0
4-18-2009,21,0.0
4-18-2009,22,0.0
4-18-2009,23,0.0
4-18-2009,24,0.0
4-18-2009,25,0.0
4-18-2009,26,0.0
4-18-2009,27,0.0
4-18-2009,28,0.0
4-18-2009,29,0.0
4-18-2009,30,0.0
4-18-2009,31,0.0
4-18-2009,32,1.0
4-18-2009,33,0.0
4-18-2009,34,0.0
4-18-2009,35,0.0
4-18-2009,36,0.0
4-18-2009,37,0.0
4-18-2009,38,0.0
4-18-2009,39,0.0
4-18-2009,40,0.0
4-18-2009,41,0.0
4-18-2009,42,0.0
4-18-2009,43,0.0
4-18-2009,44,0.0
4-18-2009,45,0.0
4-18-2009,46,0.0
4-18-2009,47,0.0
4-18-2009,48,0.0
4-18-2009,49,0.0
4-18-2009,50,0.0
4-18-2009,51,0.0
4-18-2009,52,0.0
4-18-2009,53,0.0
4-18-2009,54,0.0
4-18-2009,55,0.0
4-18-2009,56,0.0
4-18-2009,57,0.0
4-18-2009,58,0.0
4-18-2009,59,0.0
4-18-2009,60,0.0
4-18-2009,61,0.0
4-18-2009,62,0.0
4-18-2009,63,0.0
4-18-2009,64,0.0
4-18-2009,65,0.0
4-18-2009,66,0.0
4-18-2009,67,0.0
4-18-2009,68,0.0
4-18-2009,69,0.0
4-18-2009,70,0.0
4-18-2009,71,0.0
4-18-2009,72,0.0
4-18-2009,73,0.0
4-18-2009,74,0.0
4-18-2009,75,0.0
4-18-2009,76,0.0
4-18-2009,77,0.0
4-18-2009,78,0.0
4-18-2009,79,0.0
4-18-2009,80,0.0
4-18-2009,81,0.0
4-18-2009,82,0.0
4-18-2009,83,0.0
4-18-2009,84,0.0
4-18-2009,85,0.0
4-18-2009,86,0.0
4-18-2009,87,0.0
4-18-2009,88,0.0
4-18-2009,89,0.0
4-18-2009,90,0.0
4-18-2009,91,1.0
4-18-2009,92,0.0
4-18-2009,93,0.0
4-18-2009,94,0.0
4-18-2009,95,0.0
4-18-2009,96,0.0
4-18-2009,97,0.0
4-18-2009,98,0.0
4-18-2009,99,0.0
